|e_P|;	|e_N|;	N;	theoretical bias;	practical bias;	position of e_P in L;	\hat{f}(e_P);	\hat{f}(L[0]);	\hat{f}(L[1])
2;	40;	21546;	0.487291;	0.490161;	4769;	243;	521;	499
5;	37;	21823;	0.481493;	0.477753;	1;	495;	499;	495
4;	38;	21645;	0.483625;	0.489166;	6710;	230;	504;	496
6;	36;	21753;	0.479139;	0.481313;	17;	408;	550;	516
4;	38;	22048;	0.483625;	0.485305;	338;	335;	519;	483
5;	37;	21926;	0.481493;	0.484128;	140;	364;	494;	486
3;	39;	21802;	0.485553;	0.485277;	282;	333;	483;	453
5;	37;	21545;	0.481493;	0.483314;	34263;	156;	468;	462
1;	41;	21787;	0.488854;	0.488411;	12266;	205;	477;	461
3;	39;	21758;	0.485553;	0.490992;	272;	339;	493;	459
3;	39;	21655;	0.485553;	0.487185;	6385;	231;	479;	461
4;	38;	21771;	0.483625;	0.483028;	355;	329;	503;	463
5;	37;	21577;	0.481493;	0.482922;	41;	384;	478;	450
2;	40;	21910;	0.487291;	0.482611;	17;	430;	528;	480
7;	35;	21722;	0.476545;	0.467498;	0;	577;	577;	497
5;	37;	21868;	0.481493;	0.480840;	28;	396;	524;	456
4;	38;	21472;	0.483625;	0.481837;	77;	376;	448;	446
3;	39;	21770;	0.485553;	0.487460;	25477;	171;	491;	465
3;	39;	21686;	0.485553;	0.484368;	108;	366;	484;	484
6;	36;	21770;	0.479139;	0.480983;	6;	448;	468;	466
3;	39;	21691;	0.485553;	0.484855;	4355;	246;	496;	486
3;	39;	21803;	0.485553;	0.487915;	9092;	217;	465;	451
1;	41;	21601;	0.488854;	0.495857;	89841;	98;	482;	460
5;	37;	21649;	0.481493;	0.483764;	575;	318;	470;	460
3;	39;	21747;	0.485553;	0.483837;	3069;	260;	546;	474
3;	39;	21883;	0.485553;	0.484714;	62;	385;	491;	485
1;	41;	21712;	0.488854;	0.485308;	401;	328;	482;	476
4;	38;	21822;	0.483625;	0.484649;	60;	380;	466;	464
3;	39;	21652;	0.485553;	0.486098;	30475;	163;	481;	477
4;	38;	21495;	0.483625;	0.484624;	9580;	216;	532;	502
3;	39;	21939;	0.485553;	0.485163;	3874;	252;	468;	454
9;	33;	21654;	0.470562;	0.471645;	0;	556;	556;	528
3;	39;	21667;	0.485553;	0.483223;	2513;	268;	524;	502
5;	37;	21484;	0.481493;	0.476727;	0;	494;	494;	490
5;	37;	21739;	0.481493;	0.483417;	0;	466;	466;	440
3;	39;	21656;	0.485553;	0.483838;	626;	315;	463;	439
1;	41;	21440;	0.488854;	0.484095;	2001;	272;	480;	470
2;	40;	21562;	0.487291;	0.487061;	862;	304;	470;	450
6;	36;	21849;	0.479139;	0.477688;	0;	492;	492;	462
4;	38;	21696;	0.483625;	0.485758;	1511;	284;	502;	482
1;	41;	21874;	0.488854;	0.485599;	1430;	286;	464;	458
4;	38;	21953;	0.483625;	0.480663;	10;	416;	470;	466
3;	39;	21712;	0.485553;	0.488762;	2674;	267;	461;	451
6;	36;	21827;	0.479139;	0.476703;	0;	535;	535;	499
3;	39;	21524;	0.485553;	0.484297;	3;	430;	462;	456
5;	37;	21854;	0.481493;	0.476984;	2;	500;	526;	512
5;	37;	21612;	0.481493;	0.473209;	0;	667;	667;	461
2;	40;	21812;	0.487291;	0.485513;	3723;	254;	570;	452
7;	35;	21756;	0.476545;	0.481844;	514;	320;	486;	484
7;	35;	21614;	0.476545;	0.470019;	0;	656;	656;	490
3;	39;	21480;	0.485553;	0.481471;	710;	311;	455;	449
6;	36;	21706;	0.479139;	0.479499;	6;	436;	514;	468
3;	39;	21542;	0.485553;	0.485331;	1872;	279;	487;	479
1;	41;	21961;	0.488854;	0.487910;	6145;	235;	487;	447
5;	37;	21522;	0.481493;	0.482530;	0;	458;	458;	454
3;	39;	21710;	0.485553;	0.482266;	90;	372;	518;	468
7;	35;	21999;	0.476545;	0.470249;	0;	569;	569;	461
4;	38;	21909;	0.483625;	0.486102;	83;	375;	521;	477
5;	37;	21809;	0.481493;	0.475629;	0;	648;	648;	484
4;	38;	21640;	0.483625;	0.484658;	125;	362;	488;	484
2;	40;	21671;	0.487291;	0.485811;	180;	348;	480;	470
6;	36;	21743;	0.479139;	0.478683;	0;	530;	530;	492
5;	37;	21565;	0.481493;	0.484581;	1;	499;	505;	499
6;	36;	21769;	0.479139;	0.481786;	710;	309;	533;	529
2;	40;	21756;	0.487291;	0.485843;	1429;	287;	505;	489
3;	39;	21546;	0.485553;	0.488629;	2375;	269;	461;	457
1;	41;	21645;	0.488854;	0.491430;	6471;	231;	471;	471
4;	38;	21823;	0.483625;	0.489117;	2417;	271;	529;	473
4;	38;	21532;	0.483625;	0.479612;	2;	473;	523;	509
4;	38;	21698;	0.483625;	0.482533;	2162;	276;	472;	466
1;	41;	21713;	0.488854;	0.482752;	1173;	293;	475;	475
5;	37;	21599;	0.481493;	0.483772;	22682;	176;	496;	488
5;	37;	21592;	0.481493;	0.483327;	36;	392;	482;	476
4;	38;	21663;	0.483625;	0.488113;	1114;	296;	468;	466
4;	38;	21815;	0.483625;	0.482099;	2971;	262;	512;	500
3;	39;	21861;	0.485553;	0.488175;	10185;	213;	509;	503
2;	40;	21535;	0.487291;	0.487253;	8529;	219;	471;	469
2;	40;	21661;	0.487291;	0.491344;	143611;	62;	504;	484
4;	38;	21719;	0.483625;	0.484461;	1423;	289;	495;	467
6;	36;	21950;	0.479139;	0.480273;	1258;	293;	465;	465
3;	39;	21658;	0.485553;	0.485179;	811;	307;	517;	489
6;	36;	21849;	0.479139;	0.478145;	5;	453;	527;	459
1;	41;	21866;	0.488854;	0.490305;	4739;	245;	461;	449
3;	39;	21895;	0.485553;	0.483718;	89;	369;	477;	469
4;	38;	21816;	0.483625;	0.480977;	3;	465;	527;	477
0;	42;	21351;	0.490257;	0.488127;	524287;	-10422;	478;	472
3;	39;	21724;	0.485553;	0.489229;	6152;	233;	521;	439
6;	36;	21602;	0.479139;	0.480743;	15;	408;	516;	482
5;	37;	21807;	0.481493;	0.484844;	1348;	289;	473;	469
4;	38;	21575;	0.483625;	0.482827;	1111;	294;	496;	486
2;	40;	21472;	0.487291;	0.489149;	7221;	227;	471;	461
4;	38;	21966;	0.483625;	0.484522;	641;	314;	510;	486
6;	36;	21774;	0.479139;	0.480298;	196;	350;	462;	458
2;	40;	21500;	0.487291;	0.484977;	121;	355;	485;	465
3;	39;	21592;	0.485553;	0.482725;	253;	337;	455;	437
2;	40;	21433;	0.487291;	0.490272;	35;	387;	449;	447
5;	37;	21496;	0.481493;	0.481718;	18;	421;	491;	483
0;	42;	21774;	0.490257;	0.490815;	524287;	-10687;	461;	457
5;	37;	21858;	0.481493;	0.487693;	738;	310;	470;	470
3;	39;	21766;	0.485553;	0.489525;	3419;	256;	502;	474
2;	40;	21854;	0.487291;	0.483710;	115;	363;	487;	471
3;	39;	21847;	0.485553;	0.489449;	15165;	197;	481;	459
3;	39;	21597;	0.485553;	0.485160;	1702;	279;	451;	447
6;	36;	21584;	0.479139;	0.483136;	49;	386;	524;	488
6;	36;	21485;	0.479139;	0.486991;	2812;	265;	501;	493
3;	39;	21657;	0.485553;	0.486494;	2;	497;	523;	523
5;	37;	21673;	0.481493;	0.481290;	46;	389;	501;	481
3;	39;	21631;	0.485553;	0.482594;	1;	481;	505;	481
3;	39;	21746;	0.485553;	0.488918;	1382;	285;	481;	449
4;	38;	21409;	0.483625;	0.485964;	291;	331;	473;	461
4;	38;	21651;	0.483625;	0.491017;	53574;	130;	450;	448
4;	38;	21514;	0.483625;	0.481129;	14;	407;	479;	471
3;	39;	22031;	0.485553;	0.485543;	186;	354;	486;	482
3;	39;	21710;	0.485553;	0.483234;	2892;	261;	521;	487
6;	36;	21748;	0.479139;	0.481975;	127;	354;	490;	484
3;	39;	21770;	0.485553;	0.485898;	4259;	246;	462;	462
2;	40;	21603;	0.487291;	0.488034;	5685;	236;	480;	470
4;	38;	21871;	0.483625;	0.477527;	0;	519;	519;	485
5;	37;	21592;	0.481493;	0.486615;	306;	334;	610;	498
4;	38;	21649;	0.483625;	0.484965;	642;	315;	497;	491
5;	37;	21651;	0.481493;	0.484412;	3911;	252;	506;	488
3;	39;	21614;	0.485553;	0.484825;	2320;	269;	495;	487
4;	38;	21611;	0.483625;	0.479894;	27;	390;	494;	466
3;	39;	21756;	0.485553;	0.484832;	17;	415;	489;	479
6;	36;	21676;	0.479139;	0.477810;	0;	506;	506;	462
5;	37;	21811;	0.481493;	0.482692;	877;	299;	495;	467
5;	37;	21629;	0.481493;	0.477553;	1;	486;	488;	486
6;	36;	21896;	0.479139;	0.476069;	2;	479;	535;	509
5;	37;	21712;	0.481493;	0.475636;	0;	610;	610;	508
6;	36;	21971;	0.479139;	0.477220;	46;	391;	507;	463
5;	37;	21606;	0.481493;	0.480839;	2;	474;	572;	482
3;	39;	21726;	0.485553;	0.485455;	3494;	258;	478;	470
1;	41;	21859;	0.488854;	0.492932;	17495;	189;	489;	481
5;	37;	21659;	0.481493;	0.479477;	10;	419;	463;	453
2;	40;	21497;	0.487291;	0.485928;	311;	334;	486;	462
7;	35;	21608;	0.476545;	0.470289;	0;	721;	721;	471
2;	40;	21449;	0.487291;	0.486876;	813;	305;	449;	443
4;	38;	21777;	0.483625;	0.484502;	3;	456;	598;	460
5;	37;	21831;	0.481493;	0.479227;	0;	489;	489;	479
7;	35;	21685;	0.476545;	0.477519;	8;	418;	464;	458
2;	40;	21764;	0.487291;	0.485618;	2352;	272;	514;	486
5;	37;	21550;	0.481493;	0.479768;	722;	308;	462;	454
2;	40;	21661;	0.487291;	0.491159;	92768;	95;	471;	471
5;	37;	21702;	0.481493;	0.485117;	55919;	128;	452;	438
3;	39;	21770;	0.485553;	0.487827;	6622;	231;	485;	477
4;	38;	21560;	0.483625;	0.481586;	37;	390;	490;	458
6;	36;	21587;	0.479139;	0.477417;	0;	489;	489;	465
5;	37;	21592;	0.481493;	0.481567;	16;	416;	446;	442
3;	39;	21636;	0.485553;	0.476752;	0;	529;	529;	493
5;	37;	21677;	0.481493;	0.477049;	2;	484;	510;	486
5;	37;	21803;	0.481493;	0.487318;	1143;	293;	487;	481
4;	38;	21657;	0.483625;	0.481692;	8;	467;	487;	483
2;	40;	21322;	0.487291;	0.490808;	46273;	139;	469;	455
2;	40;	21484;	0.487291;	0.486688;	191;	350;	520;	484
3;	39;	21847;	0.485553;	0.487298;	440;	327;	481;	467
2;	40;	21918;	0.487291;	0.490556;	17936;	190;	480;	466
3;	39;	21550;	0.485553;	0.485476;	5;	459;	513;	493
4;	38;	21678;	0.483625;	0.488052;	1255;	290;	476;	464
3;	39;	21654;	0.485553;	0.478757;	0;	532;	532;	510
4;	38;	21698;	0.483625;	0.479399;	103;	368;	474;	474
1;	41;	21488;	0.488854;	0.491902;	79696;	106;	466;	454
2;	40;	21670;	0.487291;	0.488694;	6235;	232;	486;	480
5;	37;	21959;	0.481493;	0.479166;	1174;	295;	479;	457
2;	40;	21600;	0.487291;	0.491667;	4923;	242;	480;	460
4;	38;	21692;	0.483625;	0.478195;	7;	441;	487;	483
3;	39;	21696;	0.485553;	0.486311;	2336;	271;	467;	463
5;	37;	21631;	0.481493;	0.479543;	0;	563;	563;	473
7;	35;	21838;	0.476545;	0.470190;	0;	653;	653;	587
5;	37;	21826;	0.481493;	0.481353;	23;	411;	507;	491
1;	41;	21990;	0.488854;	0.492724;	159768;	53;	459;	449
6;	36;	21607;	0.479139;	0.477808;	2;	458;	482;	474
7;	35;	21582;	0.476545;	0.477852;	35;	397;	513;	481
4;	38;	21701;	0.483625;	0.484171;	1634;	283;	527;	499
3;	39;	21691;	0.485553;	0.482919;	0;	472;	472;	456
4;	38;	21441;	0.483625;	0.483699;	103;	364;	458;	446
4;	38;	21938;	0.483625;	0.480946;	1;	458;	458;	458
4;	38;	21789;	0.483625;	0.476754;	52;	388;	492;	490
6;	36;	21832;	0.479139;	0.474716;	1;	578;	582;	578
6;	36;	21675;	0.479139;	0.483922;	40;	399;	461;	459
6;	36;	21681;	0.479139;	0.476592;	0;	546;	546;	494
3;	39;	21751;	0.485553;	0.483748;	12914;	203;	481;	459
8;	34;	21749;	0.473693;	0.478229;	0;	518;	518;	478
1;	41;	21690;	0.488854;	0.488105;	22025;	177;	453;	451
2;	40;	21898;	0.487291;	0.484154;	12;	423;	485;	483
2;	40;	21444;	0.487291;	0.488995;	10706;	211;	493;	483
4;	38;	21756;	0.483625;	0.481293;	106;	362;	480;	470
2;	40;	21795;	0.487291;	0.485295;	24;	413;	593;	481
4;	38;	21766;	0.483625;	0.482450;	2;	474;	526;	496
1;	41;	21537;	0.488854;	0.482193;	13;	407;	445;	441
6;	36;	21810;	0.479139;	0.478725;	2;	472;	526;	524
5;	37;	21776;	0.481493;	0.482641;	174;	355;	469;	455
3;	39;	21647;	0.485553;	0.483439;	221;	344;	486;	448
3;	39;	21622;	0.485553;	0.489964;	21938;	176;	492;	486
2;	40;	21964;	0.487291;	0.489665;	1753;	279;	461;	453
3;	39;	21704;	0.485553;	0.489265;	1132;	294;	564;	508
3;	39;	21673;	0.485553;	0.483920;	17;	408;	480;	464
3;	39;	21741;	0.485553;	0.486040;	706;	309;	485;	467
3;	39;	21620;	0.485553;	0.487327;	1594;	281;	477;	471
3;	39;	21580;	0.485553;	0.486330;	833;	307;	497;	467
5;	37;	21648;	0.481493;	0.486650;	2530;	269;	495;	489
4;	38;	21654;	0.483625;	0.489840;	34490;	157;	523;	505
6;	36;	21571;	0.479139;	0.477771;	164;	356;	530;	490
2;	40;	21934;	0.487291;	0.489240;	3768;	254;	496;	488
8;	34;	21829;	0.473693;	0.474506;	3;	475;	555;	489
1;	41;	21713;	0.488854;	0.481186;	61;	373;	461;	459
3;	39;	21505;	0.485553;	0.485654;	2120;	271;	497;	475
3;	39;	21643;	0.485553;	0.488888;	2096;	274;	484;	468
7;	35;	21735;	0.476545;	0.475592;	0;	454;	454;	432
3;	39;	21713;	0.485553;	0.487910;	9147;	216;	538;	456
5;	37;	21622;	0.481493;	0.484830;	5;	423;	479;	461
5;	37;	21614;	0.481493;	0.482002;	24;	403;	451;	451
7;	35;	21678;	0.476545;	0.481456;	253;	343;	485;	461
4;	38;	21716;	0.483625;	0.480659;	1;	478;	510;	478
0;	42;	21605;	0.490257;	0.490349;	524287;	-10594;	494;	470
4;	38;	21709;	0.483625;	0.489428;	73842;	112;	476;	466
5;	37;	21589;	0.481493;	0.482375;	7745;	222;	532;	484
6;	36;	21437;	0.479139;	0.482670;	9;	425;	473;	467
8;	34;	21862;	0.473693;	0.476169;	0;	567;	567;	483
4;	38;	21652;	0.483625;	0.479540;	0;	534;	534;	464
1;	41;	21916;	0.488854;	0.486950;	1;	466;	520;	466
2;	40;	21778;	0.487291;	0.486454;	210;	350;	514;	448
4;	38;	21428;	0.483625;	0.484506;	35;	394;	488;	484
2;	40;	21692;	0.487291;	0.483035;	66;	376;	538;	496
5;	37;	21729;	0.481493;	0.485526;	432;	324;	486;	476
4;	38;	21762;	0.483625;	0.484928;	13;	414;	488;	450
4;	38;	21511;	0.483625;	0.486030;	1189;	292;	522;	470
4;	38;	21891;	0.483625;	0.482025;	49;	387;	491;	457
5;	37;	21570;	0.481493;	0.478906;	15;	411;	467;	463
8;	34;	21850;	0.473693;	0.471350;	0;	663;	663;	461
2;	40;	21739;	0.487291;	0.489673;	181;	347;	459;	449
0;	42;	21368;	0.490257;	0.489049;	524287;	-10450;	518;	486
6;	36;	21681;	0.479139;	0.478714;	131;	359;	513;	469
7;	35;	21735;	0.476545;	0.476006;	1;	455;	455;	455
4;	38;	21621;	0.483625;	0.484529;	563;	318;	498;	470
2;	40;	22013;	0.487291;	0.489029;	2784;	267;	523;	493
1;	41;	21410;	0.488854;	0.486735;	38763;	149;	493;	469
3;	39;	21416;	0.485553;	0.483424;	697;	308;	474;	472
4;	38;	21835;	0.483625;	0.484772;	395;	329;	489;	467
2;	40;	21915;	0.487291;	0.489391;	2088;	276;	502;	474
5;	37;	21910;	0.481493;	0.479598;	103;	372;	492;	466
2;	40;	21657;	0.487291;	0.487695;	115955;	78;	458;	454
3;	39;	21440;	0.485553;	0.479757;	86;	365;	495;	489
2;	40;	21670;	0.487291;	0.491555;	221327;	21;	453;	449
2;	40;	21833;	0.487291;	0.489855;	40570;	148;	532;	468
3;	39;	21810;	0.485553;	0.480972;	0;	566;	566;	472
6;	36;	21717;	0.479139;	0.482755;	608;	316;	460;	446
3;	39;	21797;	0.485553;	0.482406;	62;	376;	466;	462
6;	36;	21657;	0.479139;	0.477351;	0;	557;	557;	471
5;	37;	21429;	0.481493;	0.477157;	2;	456;	484;	468
3;	39;	21622;	0.485553;	0.485663;	7426;	227;	459;	459
4;	38;	21662;	0.483625;	0.483289;	5;	470;	508;	492
4;	38;	21567;	0.483625;	0.489544;	37;	398;	486;	464
4;	38;	21682;	0.483625;	0.482428;	26;	401;	499;	477
1;	41;	21604;	0.488854;	0.494816;	200912;	31;	481;	471
6;	36;	21606;	0.479139;	0.482366;	237;	345;	497;	475
8;	34;	21626;	0.473693;	0.469944;	0;	569;	569;	511
4;	38;	21559;	0.483625;	0.479753;	0;	543;	543;	465
2;	40;	21602;	0.487291;	0.487686;	2128;	272;	488;	480
5;	37;	21728;	0.481493;	0.482741;	55;	383;	485;	459
4;	38;	21589;	0.483625;	0.482931;	90;	369;	449;	439
3;	39;	21751;	0.485553;	0.484024;	27;	393;	469;	467
3;	39;	21868;	0.485553;	0.487836;	5112;	242;	486;	476
5;	37;	21726;	0.481493;	0.487987;	16241;	193;	463;	447
3;	39;	21814;	0.485553;	0.482030;	2;	462;	502;	480
4;	38;	21522;	0.483625;	0.487362;	5658;	236;	452;	444
5;	37;	21633;	0.481493;	0.480285;	0;	589;	589;	493
5;	37;	21566;	0.481493;	0.480664;	109;	369;	493;	471
4;	38;	21787;	0.483625;	0.481572;	500;	323;	519;	469
2;	40;	21693;	0.487291;	0.489743;	9670;	215;	535;	471
11;	31;	21879;	0.463382;	0.468531;	0;	589;	589;	487
3;	39;	21501;	0.485553;	0.490163;	1619;	283;	505;	479
1;	41;	21716;	0.488854;	0.481350;	252;	342;	490;	460
3;	39;	21600;	0.485553;	0.481852;	6;	443;	497;	487
7;	35;	21609;	0.476545;	0.482345;	179;	350;	466;	444
4;	38;	21771;	0.483625;	0.483120;	547;	318;	458;	446
3;	39;	21904;	0.485553;	0.485163;	111;	361;	443;	437
3;	39;	21413;	0.485553;	0.486387;	27837;	167;	511;	495
7;	35;	21612;	0.476545;	0.475292;	0;	557;	557;	503
5;	37;	21592;	0.481493;	0.476149;	0;	565;	565;	465
3;	39;	21585;	0.485553;	0.484735;	94;	373;	505;	459
4;	38;	21811;	0.483625;	0.479620;	0;	538;	538;	494
4;	38;	21779;	0.483625;	0.482070;	104;	363;	473;	471
4;	38;	21581;	0.483625;	0.486354;	19643;	183;	485;	477
2;	40;	21661;	0.487291;	0.487420;	25;	399;	453;	441
3;	39;	21661;	0.485553;	0.487050;	123747;	73;	503;	473
6;	36;	21434;	0.479139;	0.478912;	0;	647;	647;	481
2;	40;	21625;	0.487291;	0.485364;	298;	334;	566;	470
3;	39;	21784;	0.485553;	0.492058;	7961;	224;	544;	444
4;	38;	21840;	0.483625;	0.482463;	1048;	300;	558;	494
4;	38;	21646;	0.483625;	0.485032;	2047;	278;	454;	450
5;	37;	21714;	0.481493;	0.481072;	7;	432;	468;	456
2;	40;	21803;	0.487291;	0.484796;	287;	335;	523;	517
5;	37;	21758;	0.481493;	0.480099;	0;	471;	471;	451
4;	38;	22038;	0.483625;	0.481532;	152;	356;	490;	458
5;	37;	21624;	0.481493;	0.485017;	2602;	265;	471;	463
4;	38;	21492;	0.483625;	0.484925;	35513;	154;	478;	474
5;	37;	21555;	0.481493;	0.480213;	238;	341;	497;	457
4;	38;	21816;	0.483625;	0.484736;	424;	329;	499;	469
7;	35;	21807;	0.476545;	0.478012;	16;	415;	503;	447
4;	38;	21438;	0.483625;	0.481855;	27;	398;	496;	484
3;	39;	21838;	0.485553;	0.482370;	15;	422;	510;	478
4;	38;	21761;	0.483625;	0.484904;	1000;	301;	477;	467
3;	39;	21843;	0.485553;	0.484457;	255;	346;	468;	450
2;	40;	21703;	0.487291;	0.478874;	5;	425;	453;	451
3;	39;	21796;	0.485553;	0.485043;	142;	359;	505;	483
4;	38;	21758;	0.483625;	0.483500;	3504;	254;	510;	462
5;	37;	21817;	0.481493;	0.485401;	1136;	296;	502;	480
4;	38;	21764;	0.483625;	0.481943;	174;	352;	476;	450
5;	37;	21920;	0.481493;	0.480703;	3;	466;	540;	482
3;	39;	21822;	0.485553;	0.482861;	1;	502;	522;	502
3;	39;	21550;	0.485553;	0.489745;	325250;	-31;	509;	469
3;	39;	21537;	0.485553;	0.490180;	79559;	106;	506;	500
2;	40;	21468;	0.487291;	0.486445;	309;	334;	482;	464
3;	39;	21664;	0.485553;	0.485183;	71;	374;	484;	472
1;	41;	21990;	0.488854;	0.485221;	336;	337;	505;	469
3;	39;	22085;	0.485553;	0.486439;	6529;	233;	503;	501
1;	41;	21635;	0.488854;	0.485463;	20033;	182;	490;	476
5;	37;	21791;	0.481493;	0.488091;	61617;	121;	505;	481
2;	40;	21694;	0.487291;	0.482299;	768;	308;	468;	448
6;	36;	21663;	0.479139;	0.483682;	1062;	296;	498;	470
2;	40;	21555;	0.487291;	0.491255;	185764;	39;	479;	457
5;	37;	21724;	0.481493;	0.483428;	1061;	296;	480;	470
3;	39;	21937;	0.485553;	0.484752;	763;	309;	481;	449
3;	39;	21541;	0.485553;	0.483682;	1520;	283;	485;	475
3;	39;	21603;	0.485553;	0.484007;	1983;	275;	489;	481
6;	36;	21873;	0.479139;	0.484570;	101;	366;	460;	460
5;	37;	21565;	0.481493;	0.477765;	49;	381;	455;	443
2;	40;	21683;	0.487291;	0.489047;	111;	365;	515;	515
6;	36;	21658;	0.479139;	0.487026;	123;	362;	464;	464
7;	35;	21567;	0.476545;	0.480688;	15;	413;	527;	475
3;	39;	21726;	0.485553;	0.482970;	719;	310;	500;	468
8;	34;	21926;	0.473693;	0.473456;	0;	638;	638;	458
4;	38;	21742;	0.483625;	0.489881;	1631;	280;	482;	482
4;	38;	21755;	0.483625;	0.482740;	15639;	194;	482;	466
7;	35;	21451;	0.476545;	0.484500;	211;	345;	497;	477
8;	34;	21420;	0.473693;	0.475817;	0;	550;	550;	454
4;	38;	21548;	0.483625;	0.484871;	5640;	237;	503;	479
2;	40;	22040;	0.487291;	0.487886;	7115;	231;	497;	471
3;	39;	21700;	0.485553;	0.485991;	730;	309;	511;	501
4;	38;	21745;	0.483625;	0.481352;	5;	453;	475;	471
2;	40;	21569;	0.487291;	0.489592;	207;	343;	503;	465
4;	38;	21773;	0.483625;	0.478804;	0;	497;	497;	491
2;	40;	21631;	0.487291;	0.484952;	457;	320;	476;	456
4;	38;	21567;	0.483625;	0.486113;	196;	343;	479;	473
3;	39;	21669;	0.485553;	0.484979;	203;	347;	507;	483
7;	35;	21413;	0.476545;	0.477747;	0;	536;	536;	526
3;	39;	21321;	0.485553;	0.487501;	371;	330;	524;	468
5;	37;	21900;	0.481493;	0.480868;	294;	341;	475;	471
5;	37;	21712;	0.481493;	0.485814;	46;	382;	482;	448
1;	41;	21578;	0.488854;	0.493048;	6140;	234;	480;	452
5;	37;	21644;	0.481493;	0.482443;	160;	354;	496;	446
6;	36;	21774;	0.479139;	0.475889;	2;	463;	497;	489
5;	37;	21780;	0.481493;	0.480533;	1;	443;	463;	443
4;	38;	21485;	0.483625;	0.479684;	86;	367;	509;	493
4;	38;	21539;	0.483625;	0.483634;	11;	425;	515;	463
2;	40;	21676;	0.487291;	0.489435;	6396;	233;	525;	481
6;	36;	21584;	0.479139;	0.483136;	11;	421;	481;	475
1;	41;	21742;	0.488854;	0.493193;	82727;	103;	499;	489
2;	40;	21544;	0.487291;	0.487514;	22569;	176;	482;	470
5;	37;	21757;	0.481493;	0.486464;	2036;	273;	497;	469
3;	39;	21824;	0.485553;	0.483550;	34;	397;	489;	485
4;	38;	21761;	0.483625;	0.483755;	1777;	279;	555;	451
4;	38;	21691;	0.483625;	0.488405;	8404;	221;	495;	463
5;	37;	21667;	0.481493;	0.476947;	1;	497;	513;	497
4;	38;	21679;	0.483625;	0.481341;	48;	384;	468;	458
3;	39;	21430;	0.485553;	0.482268;	10;	436;	468;	464
4;	38;	21496;	0.483625;	0.484369;	94;	368;	498;	474
1;	41;	21685;	0.488854;	0.488264;	4909;	242;	462;	442
6;	36;	21704;	0.479139;	0.479313;	6;	437;	467;	467
5;	37;	21766;	0.481493;	0.482542;	359;	329;	491;	487
4;	38;	21772;	0.483625;	0.484981;	2517;	269;	509;	491
6;	36;	21563;	0.479139;	0.483421;	139;	352;	474;	470
3;	39;	21814;	0.485553;	0.483589;	8;	426;	464;	448
7;	35;	21705;	0.476545;	0.469339;	0;	663;	663;	483
1;	41;	21665;	0.488854;	0.490976;	51126;	134;	464;	456
6;	36;	21815;	0.479139;	0.479349;	0;	561;	561;	487
2;	40;	21768;	0.487291;	0.486448;	2153;	274;	478;	468
4;	38;	21726;	0.483625;	0.480162;	0;	524;	524;	494
6;	36;	21802;	0.479139;	0.484864;	63;	380;	536;	496
5;	37;	21583;	0.481493;	0.483575;	5890;	233;	533;	489
4;	38;	21594;	0.483625;	0.484301;	28;	403;	461;	461
3;	39;	21603;	0.485553;	0.484053;	161;	354;	458;	456
1;	41;	21640;	0.488854;	0.494917;	67800;	117;	523;	495
3;	39;	21773;	0.485553;	0.482524;	3;	446;	462;	458
4;	38;	21591;	0.483625;	0.487611;	2651;	265;	477;	443
5;	37;	21787;	0.481493;	0.482444;	359;	332;	470;	450
6;	36;	21620;	0.479139;	0.474329;	9;	443;	479;	469
5;	37;	21718;	0.481493;	0.485081;	5471;	237;	471;	455
5;	37;	21763;	0.481493;	0.484033;	12;	422;	478;	456
3;	39;	21701;	0.485553;	0.488687;	104;	370;	482;	482
6;	36;	21650;	0.479139;	0.473672;	0;	573;	573;	483
4;	38;	21678;	0.483625;	0.491651;	58471;	126;	482;	474
3;	39;	21747;	0.485553;	0.487378;	41317;	146;	462;	460
5;	37;	21799;	0.481493;	0.483967;	37;	393;	471;	453
4;	38;	21702;	0.483625;	0.483135;	10;	434;	652;	502
3;	39;	21723;	0.485553;	0.491507;	25446;	171;	503;	475
3;	39;	21760;	0.485553;	0.486811;	5599;	236;	498;	466
2;	40;	21442;	0.487291;	0.486802;	3360;	256;	456;	448
4;	38;	21539;	0.483625;	0.485491;	8;	442;	500;	500
1;	41;	21682;	0.488854;	0.485656;	89;	365;	483;	459
4;	38;	21800;	0.483625;	0.477523;	12;	431;	479;	479
3;	39;	21716;	0.485553;	0.483008;	5;	443;	499;	493
3;	39;	21671;	0.485553;	0.480827;	3;	450;	488;	464
8;	34;	21620;	0.473693;	0.475994;	0;	545;	545;	455
8;	34;	21598;	0.473693;	0.474164;	0;	498;	498;	458
4;	38;	21791;	0.483625;	0.484466;	211;	346;	518;	452
3;	39;	21632;	0.485553;	0.490893;	54700;	129;	493;	487
4;	38;	21810;	0.483625;	0.485282;	23459;	176;	474;	470
3;	39;	21653;	0.485553;	0.477994;	2;	439;	507;	439
4;	38;	21534;	0.483625;	0.480357;	30;	398;	498;	492
4;	38;	21521;	0.483625;	0.477580;	0;	494;	494;	480
4;	38;	21821;	0.483625;	0.487833;	11591;	211;	501;	493
6;	36;	21730;	0.479139;	0.478325;	5;	427;	487;	471
7;	35;	21568;	0.476545;	0.471439;	0;	660;	660;	498
1;	41;	21748;	0.488854;	0.483953;	68;	380;	484;	474
5;	37;	21626;	0.481493;	0.481088;	1;	512;	514;	512
4;	38;	21605;	0.483625;	0.483036;	157;	353;	465;	463
